Px016979	XP_011566912.1
Px007864	XP_011562142.1
Px007865	XP_011549703.1
Px007866	XP_011549704.1
Px007867	XP_011549705.1
Px007868	XP_011549705.1
Px007869	XP_011549660.1
Px007870	XP_011549661.1
Px007872	XP_011549662.1
Px007874	XP_011549663.1
Px007875	XP_011549664.1
Px007876	XP_011549669.1
Px007877	XP_011549706.1
Px007878	XP_011549671.1
Px007879	XP_011549708.1
Px007880	XP_011549708.1
Px007882	XP_011549675.1
Px007883	XP_011549676.1
Px007884	XP_011549677.1
Px007885	XP_011549710.1
Px007887	XP_011549711.1
Px007888	XP_011549678.1
Px007889	XP_011549712.1
Px007890	XP_011549681.1
Px007891	XP_011549683.1
Px007892	XP_011549684.1
Px007893	XP_011549686.1
Px007894	XP_011549687.1
Px007895	XP_011549713.1
Px007896	XP_011549691.1
Px007897	XP_011549713.1
Px007898	XP_011549693.1
Px016656	XP_011557201.1
Px016657	XP_011566751.1
Px016658	XP_011566755.1
Px016861	XP_011550978.1
Px017176	XP_011566936.1
Px013093	XP_011552075.1
Px013094	XP_011564642.1
Px013095	XP_011564643.1
Px013096	XP_011564644.1
Px013097	XP_011564647.1
Px013098	XP_011564648.1
Px013099	XP_011564649.1
Px013100	XP_011564652.1
Px013101	XP_011564654.1
Px013102	XP_011564655.1
Px014023	XP_011552060.1
Px014024	XP_011552027.1
Px014025	XP_011552030.1
Px014026	XP_011552031.1
Px014028	XP_011552032.1
Px014029	XP_011558654.1
Px014030	XP_011558653.1
Px014031	XP_011552062.1
Px014032	XP_011558664.1
Px014033	XP_011552037.1
Px014034	XP_011552036.1
Px014035	XP_011552066.1
Px014036	XP_011552039.1
Px014037	XP_011552040.1
Px014038	XP_011552043.1
Px014039	XP_011552044.1
Px014040	XP_011552045.1
Px014041	XP_011552069.1
Px014042	XP_011557156.1
Px014043	XP_011552073.1
Px014044	XP_011552074.1
Px014045	XP_011564648.1
Px014046	XP_011552049.1
Px014047	XP_011564643.1
Px014048	XP_011564642.1
Px014049	XP_011552075.1
Px014050	XP_011564701.1
Px014051	XP_011563178.1
Px014052	XP_011562819.1
Px014054	XP_011560756.1
Px014056	XP_011552077.1
Px014057	XP_011552077.1
Px014058	XP_011552055.1
Px014059	XP_011552057.1
Px014060	XP_011552079.1
Px014061	XP_011552080.1
Px014062	XP_011552080.1
Px000336	XP_011567300.1
Px000337	XP_011567301.1
Px017900	XP_011560549.1
Px015459	XP_011566183.1
Px001401	XP_011566252.1
Px016689	XP_011566698.1
Px001409	XP_011565653.1
Px013946	XP_011565339.1
Px013947	XP_011565338.1
Px013949	XP_011561638.1
Px013950	XP_011557345.1
Px003428	XP_011568086.1
Px009238	XP_011561699.1
Px009240	XP_011555794.1
Px009241	XP_011558917.1
Px009243	XP_011558917.1
Px009245	XP_011560145.1
Px009246	XP_011561702.1
Px009247	XP_011561703.1
Px009248	XP_011561704.1
Px009249	XP_011561706.1
Px009250	XP_011561706.1
Px001924	XP_011551180.1
Px001925	XP_011567917.1
Px016079	XP_011566471.1
Px016080	XP_011566761.1
Px016081	XP_011566474.1
Px016082	XP_011566475.1
Px016083	XP_011566476.1
Px003503	XP_011568102.1
Px002740	XP_011568010.1
Px017296	XP_011567360.1
Px017297	XP_011567032.1
Px017299	XP_011567033.1
Px017300	XP_011567035.1
Px017302	XP_011566052.1
Px017303	XP_011567038.1
Px017304	XP_011567040.1
Px016982	XP_011566906.1
Px016983	XP_011566903.1
Px016984	XP_011566905.1
Px001541	XP_011567800.1
Px001543	XP_011567801.1
Px001544	XP_011567802.1
Px001546	XP_011567803.1
Px001548	XP_011567805.1
Px001549	XP_011567806.1
Px001550	XP_011567807.1
Px011169	XP_011563124.1
Px011170	XP_011563126.1
Px011171	XP_011563127.1
Px016620	XP_011566695.1
Px016621	XP_011566696.1
Px001808	XP_011567877.1
Px001768	XP_011567870.1
Px015041	XP_011565926.1
Px015042	XP_011565924.1
Px015043	XP_011549809.1
Px015044	XP_011565929.1
Px015045	XP_011565930.1
Px000542	XP_011567511.1
Px011490	XP_011563623.1
Px011491	XP_011563610.1
Px011492	XP_011563625.1
Px011493	XP_011563611.1
Px011494	XP_011563612.1
Px011495	XP_011563626.1
Px011496	XP_011563613.1
Px011497	XP_011563617.1
Px011498	XP_011563618.1
Px011499	XP_011563620.1
Px011500	XP_011563628.1
Px011501	XP_011563621.1
Px011502	XP_011563622.1
Px011503	XP_011566012.1
Px017823	XP_011567238.1
Px017824	XP_011567241.1
Px006026	XP_011558631.1
Px006027	XP_011558638.1
Px006028	XP_011558639.1
Px006029	XP_011552920.1
Px006030	XP_011554988.1
Px006031	XP_011555259.1
Px006034	XP_011562202.1
Px006035	XP_011556459.1
Px006036	XP_011558632.1
Px006037	XP_011558641.1
Px006038	XP_011558633.1
Px006039	XP_011549944.1
Px006040	XP_011565815.1
Px006041	XP_011558646.1
Px006043	XP_011558647.1
Px006044	XP_011569159.1
Px006045	XP_011558647.1
Px006046	XP_011558635.1
Px006047	XP_011558636.1
Px006048	XP_011558637.1
Px004546	XP_011568195.1
Px004547	XP_011568195.1
Px015939	XP_011566434.1
Px015941	XP_011566435.1
Px015943	XP_011567513.1
Px015947	XP_011550084.1
Px015949	XP_011567367.1
Px015950	XP_011566439.1
Px015952	XP_011566442.1
Px015953	XP_011566443.1
Px015954	XP_011549958.1
Px015956	XP_011566445.1
Px012395	XP_011564344.1
Px012396	XP_011550117.1
Px012397	XP_011564347.1
Px012398	XP_011564347.1
Px012399	XP_011564348.1
Px012400	XP_011564349.1
Px012401	XP_011564350.1
Px012402	XP_011564337.1
Px012403	XP_011564338.1
Px012404	XP_011564351.1
Px012405	XP_011564339.1
Px012406	XP_011564340.1
Px017553	XP_011567166.1
Px017558	XP_011567167.1
Px017560	XP_011567169.1
Px017562	XP_011567171.1
Px017563	XP_011567173.1
Px017564	XP_011567175.1
Px017567	XP_011567178.1
Px016264	XP_011568003.1
Px016265	XP_011566016.1
Px016266	XP_011566019.1
Px015071	XP_011551714.1
Px015072	XP_011551716.1
Px015073	XP_011551720.1
Px015074	XP_011551722.1
Px015075	XP_011551723.1
Px015076	XP_011551724.1
Px015078	XP_011551757.1
Px015079	XP_011551757.1
Px015080	XP_011551759.1
Px015082	XP_011551725.1
Px015084	XP_011551728.1
Px015085	XP_011568133.1
Px015086	XP_011551730.1
Px015087	XP_011551761.1
Px015088	XP_011551734.1
Px015089	XP_011551738.1
Px015090	XP_011551743.1
Px015091	XP_011551745.1
Px015093	XP_011551746.1
Px015094	XP_011551765.1
Px015096	XP_011551747.1
Px015097	XP_011551750.1
Px015098	XP_011551752.1
Px015099	XP_011551751.1
Px015101	XP_011551766.1
Px015102	XP_011551752.1
Px015103	XP_011551753.1
Px015105	XP_011551768.1
Px015106	XP_011551769.1
Px002180	XP_011567948.1
Px013244	XP_011564805.1
Px013245	XP_011564797.1
Px013246	XP_011564799.1
Px013247	XP_011564798.1
Px013248	XP_011564800.1
Px013249	XP_011564801.1
Px013250	XP_011564802.1
Px013251	XP_011564806.1
Px013252	XP_011564803.1
Px013253	XP_011564804.1
Px013254	XP_011564807.1
Px013255	XP_011555034.1
Px012303	XP_011561408.1
Px012304	XP_011561419.1
Px012305	XP_011561409.1
Px012306	XP_011561411.1
Px012307	XP_011561420.1
Px012308	XP_011561420.1
Px012309	XP_011561413.1
Px012310	XP_011547763.1
Px012311	XP_011561422.1
Px012312	XP_011569052.1
Px012313	XP_011569050.1
Px012314	XP_011567592.1
Px012315	XP_011561427.1
Px012316	XP_011561427.1
Px012317	XP_011561428.1
Px012318	XP_011561416.1
Px012319	XP_011561429.1
Px012320	XP_011561431.1
Px014858	XP_011564696.1
Px014859	XP_011564691.1
Px014860	XP_011564693.1
Px001645	XP_011555410.1
Px001646	XP_011555362.1
Px001647	XP_011555363.1
Px001648	XP_011555411.1
Px001649	XP_011555365.1
Px001650	XP_011555369.1
Px001651	XP_011555372.1
Px001652	XP_011555372.1
Px001653	XP_011555412.1
Px001654	XP_011555375.1
Px001655	XP_011555375.1
Px001656	XP_011555415.1
Px001657	XP_011555379.1
Px001658	XP_011555696.1
Px001659	XP_011555417.1
Px001660	XP_011555418.1
Px001661	XP_011555380.1
Px001662	XP_011555385.1
Px001663	XP_011555383.1
Px001664	XP_011555383.1
Px001666	XP_011555419.1
Px001667	XP_011555421.1
Px001668	XP_011555393.1
Px001669	XP_011555423.1
Px001670	XP_011555398.1
Px001671	XP_011555399.1
Px001672	XP_011555400.1
Px001673	XP_011555401.1
Px001674	XP_011555402.1
Px001675	XP_011555404.1
Px001676	XP_011555405.1
Px001677	XP_011555425.1
Px001678	XP_011555426.1
Px001680	XP_011555406.1
Px001682	XP_011555407.1
Px001683	XP_011555408.1
Px001684	XP_011555409.1
Px001685	XP_011555427.1
Px003620	XP_011556771.1
Px003621	XP_011556798.1
Px003622	XP_011555023.1
Px003623	XP_011556773.1
Px003624	XP_011556774.1
Px003625	XP_011556774.1
Px003626	XP_011556799.1
Px003627	XP_011556775.1
Px003628	XP_011556800.1
Px003631	XP_011556785.1
Px003632	XP_011556783.1
Px003633	XP_011556787.1
Px003634	XP_011556801.1
Px003635	XP_011554723.1
Px003636	XP_011556790.1
Px003637	XP_011556792.1
Px003638	XP_011556805.1
Px003639	XP_011556793.1
Px003640	XP_011556806.1
Px003641	XP_011552302.1
Px003642	XP_011556809.1
Px003643	XP_011556795.1
Px003646	XP_011556811.1
Px003647	XP_011556811.1
Px003648	XP_011556796.1
Px003649	XP_011556797.1
Px007441	XP_011561028.1
Px007442	XP_011560335.1
Px007443	XP_011560333.1
Px007444	XP_011561010.1
Px007445	XP_011560338.1
Px007446	XP_011560339.1
Px007447	XP_011560342.1
Px007448	XP_011560359.1
Px007449	XP_011560360.1
Px007450	XP_011560343.1
Px007451	XP_011560344.1
Px007452	XP_011560345.1
Px007453	XP_011560345.1
Px007454	XP_011560346.1
Px007457	XP_011560349.1
Px007458	XP_011560352.1
Px007459	XP_011558883.1
Px007460	XP_011560361.1
Px007461	XP_011563913.1
Px007462	XP_011560364.1
Px007463	XP_011560354.1
Px007464	XP_011560356.1
Px007465	XP_011560357.1
Px001557	XP_011567810.1
Px001558	XP_011567811.1
Px008323	XP_011560824.1
Px008324	XP_011560809.1
Px008325	XP_011560809.1
Px008326	XP_011560814.1
Px008327	XP_011563301.1
Px008328	XP_011560816.1
Px008330	XP_011560817.1
Px008331	XP_011563307.1
Px008332	XP_011556992.1
Px008333	XP_011560819.1
Px008334	XP_011560822.1
Px008335	XP_011560830.1
Px008336	XP_011560831.1
Px008337	XP_011560832.1
Px002888	XP_011556655.1
Px002889	XP_011556655.1
Px002890	XP_011556628.1
Px002891	XP_011556657.1
Px002892	XP_011556630.1
Px002893	XP_011556631.1
Px002894	XP_011556632.1
Px002895	XP_011556633.1
Px002896	XP_011556635.1
Px002897	XP_011556636.1
Px002898	XP_011556658.1
Px002899	XP_011556640.1
Px002900	XP_011556643.1
Px002901	XP_011556645.1
Px002902	XP_011556646.1
Px002903	XP_011556647.1
Px002904	XP_011556648.1
Px002905	XP_011556649.1
Px002909	XP_011556652.1
Px002911	XP_011555848.1
Px002913	XP_011556661.1
Px002914	XP_011556662.1
Px002915	XP_011556662.1
Px002916	XP_011552918.1
Px002917	XP_011558989.1
Px002918	XP_011556663.1
Px002919	XP_011556654.1
Px002920	XP_011551371.1
Px009952	XP_011562316.1
Px009953	XP_011562312.1
Px009954	XP_011562319.1
Px009956	XP_011559156.1
Px009957	XP_011558897.1
Px009959	XP_011562313.1
Px009960	XP_011561529.1
Px009961	XP_011562315.1
Px009962	XP_011562322.1
Px009963	XP_011562323.1
Px014828	XP_011564533.1
Px014829	XP_011564529.1
Px014830	XP_011564534.1
Px014831	XP_011564530.1
Px014832	XP_011564531.1
Px014833	XP_011564531.1
Px014834	XP_011548576.1
Px014835	XP_011564532.1
Px014836	XP_011564532.1
Px014837	XP_011564532.1
Px003509	XP_011556914.1
Px003510	XP_011556913.1
Px003511	XP_011556916.1
Px003512	XP_011556928.1
Px003513	XP_011556929.1
Px003514	XP_011556907.1
Px003515	XP_011556917.1
Px003516	XP_011556930.1
Px003518	XP_011556912.1
Px003520	XP_011556914.1
Px003521	XP_011556913.1
Px003522	XP_011556916.1
Px003523	XP_011556928.1
Px003524	XP_011556929.1
Px003525	XP_011556907.1
Px003526	XP_011556917.1
Px003527	XP_011556932.1
Px003528	XP_011556920.1
Px003529	XP_011556922.1
Px003530	XP_011556923.1
Px003531	XP_011556934.1
Px001013	XP_011569182.1
Px001014	XP_011567652.1
Px001055	XP_011567663.1
Px001056	XP_011553448.1
Px017981	XP_011558618.1
Px014740	XP_011565747.1
Px014741	XP_011552109.1
Px009456	XP_011561800.1
Px009457	XP_011561800.1
Px009458	XP_011561790.1
Px009459	XP_011561791.1
Px009460	XP_011561792.1
Px009461	XP_011561793.1
Px009462	XP_011561797.1
Px009463	XP_011561798.1
Px009465	XP_011561803.1
Px009466	XP_011561799.1
Px009467	XP_011561858.1
Px003381	XP_011561051.1
Px016128	XP_011553419.1
Px016130	XP_011553423.1
Px016132	XP_011553387.1
Px016133	XP_011553388.1
Px016134	XP_011553420.1
Px016135	XP_011553389.1
Px016136	XP_011553392.1
Px016137	XP_011553421.1
Px016138	XP_011553393.1
Px016140	XP_011553422.1
Px016142	XP_011557050.1
Px016146	XP_011565916.1
Px016148	XP_011553396.1
Px016151	XP_011553423.1
Px016152	XP_011558337.1
Px016153	XP_011553397.1
Px016154	XP_011553398.1
Px016155	XP_011553400.1
Px016156	XP_011553401.1
Px016157	XP_011553402.1
Px016158	XP_011553404.1
Px016159	XP_011547773.1
Px016161	XP_011553405.1
Px016162	XP_011553406.1
Px016163	XP_011553412.1
Px016164	XP_011553414.1
Px016165	XP_011553416.1
Px016166	XP_011553426.1
Px016168	XP_011553427.1
Px016169	XP_011548508.1
Px003138	XP_011549729.1
Px003139	XP_011552214.1
Px003140	XP_011549739.1
Px003141	XP_011549751.1
Px003142	XP_011548457.1
Px003143	XP_011548470.1
Px003144	XP_011563332.1
Px003145	XP_011567811.1
Px003146	XP_011548492.1
Px003147	XP_011548503.1
Px003148	XP_011548512.1
Px003149	XP_011548522.1
Px003150	XP_011559324.1
Px003151	XP_011548541.1
Px003154	XP_011549773.1
Px003155	XP_011553042.1
Px003156	XP_011549795.1
Px003157	XP_011559239.1
Px003158	XP_011549806.1
Px003160	XP_011549827.1
Px003161	XP_011549827.1
Px003162	XP_011555848.1
Px003163	XP_011549837.1
Px003164	XP_011548559.1
Px003165	XP_011549944.1
Px003166	XP_011548593.1
Px003167	XP_011569186.1
Px003168	XP_011548661.1
Px003169	XP_011549849.1
Px003170	XP_011549860.1
Px003171	XP_011549860.1
Px003172	XP_011549860.1
Px003173	XP_011548677.1
Px003174	XP_011548688.1
Px003175	XP_011548700.1
Px003176	XP_011548738.1
Px003177	XP_011548738.1
Px003178	XP_011548758.1
Px003181	XP_011555023.1
Px003182	XP_011548747.1
Px003183	XP_011548800.1
Px003184	XP_011557960.1
Px003185	XP_011549902.1
Px003186	XP_011548820.1
Px003187	XP_011548829.1
Px003188	XP_011549911.1
Px003189	XP_011548877.1
Px003190	XP_011548888.1
Px003191	XP_011548899.1
Px003192	XP_011560406.1
Px003193	XP_011549920.1
Px003194	XP_011549920.1
Px003195	XP_011549944.1
Px003196	XP_011548910.1
Px003197	XP_011548921.1
Px003198	XP_011548933.1
Px003199	XP_011548949.1
Px003200	XP_011556936.1
Px003201	XP_011549931.1
Px003202	XP_011549942.1
Px003204	XP_011549953.1
Px003205	XP_011549795.1
Px003206	XP_011549975.1
Px003207	XP_011549996.1
Px003208	XP_011549002.1
Px003209	XP_011550005.1
Px003210	XP_011549013.1
Px003211	XP_011549025.1
Px003212	XP_011549039.1
Px003213	XP_011549048.1
Px003214	XP_011549059.1
Px003215	XP_011549071.1
Px003217	XP_011557487.1
Px003218	XP_011550026.1
Px003219	XP_011549103.1
Px003220	XP_011568264.1
Px003221	XP_011550038.1
Px003222	XP_011552228.1
Px003225	XP_011558883.1
Px003226	XP_011555695.1
Px003227	XP_011554011.1
Px003228	XP_011557488.1
Px003229	XP_011549112.1
Px003230	XP_011549112.1
Px003231	XP_011549127.1
Px003232	XP_011549140.1
Px003234	XP_011549171.1
Px003235	XP_011549182.1
Px003236	XP_011549193.1
Px003237	XP_011550047.1
Px003238	XP_011549205.1
Px003239	XP_011549212.1
Px003240	XP_011549222.1
Px003241	XP_011549234.1
Px003243	XP_011549253.1
Px003244	XP_011550058.1
Px003245	XP_011549298.1
Px003246	XP_011549309.1
Px003247	XP_011549321.1
Px003248	XP_011549340.1
Px003249	XP_011549375.1
Px003250	XP_011549386.1
Px003251	XP_011549398.1
Px003252	XP_011549410.1
Px003253	XP_011549419.1
Px003254	XP_011549436.1
Px003255	XP_011549446.1
Px003256	XP_011549458.1
Px003257	XP_011549471.1
Px003258	XP_011549482.1
Px003259	XP_011549491.1
Px003260	XP_011549500.1
Px003261	XP_011549511.1
Px003262	XP_011549523.1
Px003263	XP_011549543.1
Px003265	XP_011549551.1
Px003266	XP_011549562.1
Px003267	XP_011549573.1
Px003269	XP_011549586.1
Px003270	XP_011550081.1
Px003271	XP_011550089.1
Px003272	XP_011549619.1
Px003273	XP_011549642.1
Px003274	XP_011549656.1
Px003275	XP_011549667.1
Px003276	XP_011552871.1
Px003277	XP_011550113.1
Px003278	XP_011550134.1
Px003279	XP_011549707.1
Px008680	XP_011561397.1
Px008681	XP_011561383.1
Px008682	XP_011561398.1
Px008683	XP_011561398.1
Px008684	XP_011561386.1
Px008685	XP_011564809.1
Px008686	XP_011561399.1
Px008687	XP_011561387.1
Px008688	XP_011561388.1
Px008689	XP_011561400.1
Px008690	XP_011561389.1
Px008691	XP_011561401.1
Px008692	XP_011561401.1
Px008693	XP_011561391.1
Px008694	XP_011561402.1
Px008695	XP_011561392.1
Px008696	XP_011561393.1
Px008697	XP_011561405.1
Px008698	XP_011563077.1
Px008699	XP_011561407.1
Px008700	XP_011561394.1
Px016360	XP_011566636.1
Px016361	XP_011566639.1
Px016365	XP_011565675.1
Px016367	XP_011566640.1
Px016368	XP_011559699.1
Px016369	XP_011566642.1
Px016370	XP_011566643.1
Px016371	XP_011566644.1
Px016374	XP_011566645.1
Px016376	XP_011566650.1
Px016377	XP_011566651.1
Px016378	XP_011566654.1
Px016379	XP_011567364.1
Px016380	XP_011566336.1
Px014101	XP_011565337.1
Px014102	XP_011565337.1
Px013665	XP_011565160.1
Px013666	XP_011558170.1
Px013667	XP_011554138.1
Px016577	XP_011566668.1
Px016578	XP_011566664.1
Px016579	XP_011566666.1
Px016580	XP_011566667.1
Px016581	XP_011566670.1
Px016582	XP_011566671.1
Px016570	XP_011566581.1
Px016571	XP_011566582.1
Px016572	XP_011566583.1
Px000236	XP_011567374.1
Px000237	XP_011567375.1
Px000239	XP_011567376.1
Px000240	XP_011567376.1
Px000241	XP_011567377.1
Px000242	XP_011567378.1
Px000243	XP_011567378.1
Px000244	XP_011567380.1
Px000245	XP_011548526.1
Px000246	XP_011567381.1
Px000247	XP_011568125.1
Px004088	XP_011568149.1
Px002110	XP_011558917.1
Px017729	XP_011556293.1
Px017730	XP_011560590.1
Px017731	XP_011567285.1
Px017732	XP_011558426.1
Px017733	XP_011567286.1
Px017734	XP_011567287.1
Px017735	XP_011566715.1
Px017737	XP_011567288.1
Px017738	XP_011567289.1
Px017739	XP_011567291.1
Px008150	XP_011563650.1
Px008151	XP_011558447.1
Px008152	XP_011558450.1
Px008153	XP_011558448.1
Px008154	XP_011558450.1
Px008155	XP_011558451.1
Px008156	XP_011558452.1
Px008157	XP_011565470.1
Px008158	XP_011558437.1
Px008159	XP_011560741.1
Px008160	XP_011558439.1
Px008161	XP_011558443.1
Px008162	XP_011558457.1
Px008163	XP_011558459.1
Px008164	XP_011558459.1
Px008165	XP_011558462.1
Px008166	XP_011558444.1
Px008167	XP_011558446.1
Px008168	XP_011558445.1
Px008169	XP_011558445.1
Px008170	XP_011558446.1
Px014879	XP_011552409.1
Px014880	XP_011552410.1
Px014881	XP_011552411.1
Px014882	XP_011552375.1
Px014883	XP_011552377.1
Px014884	XP_011552378.1
Px014885	XP_011552413.1
Px014886	XP_011552413.1
Px014887	XP_011552379.1
Px014888	XP_011552380.1
Px014889	XP_011552382.1
Px014890	XP_011552385.1
Px014891	XP_011552383.1
Px014892	XP_011552415.1
Px014893	XP_011552386.1
Px014894	XP_011552389.1
Px014895	XP_011552391.1
Px014896	XP_011552416.1
Px014897	XP_011552417.1
Px014899	XP_011552394.1
Px014900	XP_011552418.1
Px014901	XP_011561774.1
Px014902	XP_011552420.1
Px014903	XP_011552428.1
Px014904	XP_011561770.1
Px014905	XP_011552399.1
Px014906	XP_011552401.1
Px014907	XP_011552427.1
Px014908	XP_011552402.1
Px014909	XP_011552421.1
Px014910	XP_011552431.1
Px014911	XP_011556477.1
Px014912	XP_011552432.1
Px014915	XP_011568030.1
Px014916	XP_011552434.1
Px014917	XP_011552406.1
Px014918	XP_011552405.1
Px014919	XP_011552407.1
Px017542	XP_011567103.1
Px001700	XP_011567842.1
Px001701	XP_011567843.1
Px001702	XP_011567844.1
Px001703	XP_011567846.1
Px014960	XP_011565801.1
Px004366	XP_011551484.1
Px004367	XP_011568683.1
Px004368	XP_011551487.1
Px004369	XP_011551533.1
Px004370	XP_011551489.1
Px004371	XP_011551490.1
Px004372	XP_011551491.1
Px004373	XP_011568630.1
Px004374	XP_011551492.1
Px004375	XP_011551538.1
Px004376	XP_011551493.1
Px004377	XP_011551494.1
Px004378	XP_011551542.1
Px004379	XP_011551496.1
Px004380	XP_011551497.1
Px004381	XP_011551544.1
Px004382	XP_011551544.1
Px004383	XP_011551546.1
Px004385	XP_011551548.1
Px004386	XP_011551549.1
Px004387	XP_011551550.1
Px004388	XP_011551499.1
Px004389	XP_011551551.1
Px004390	XP_011551501.1
Px004391	XP_011551502.1
Px004392	XP_011551503.1
Px004393	XP_011551552.1
Px004394	XP_011551514.1
Px004395	XP_011551520.1
Px004396	XP_011551521.1
Px004397	XP_011551522.1
Px004398	XP_011551523.1
Px004399	XP_011551524.1
Px004400	XP_011560999.1
Px004401	XP_011549944.1
Px004403	XP_011551554.1
Px004404	XP_011551556.1
Px004405	XP_011551557.1
Px004406	XP_011551558.1
Px004407	XP_011551556.1
Px004408	XP_011551557.1
Px004409	XP_011551561.1
Px004410	XP_011551528.1
Px004411	XP_011551529.1
Px001876	XP_011567885.1
Px013558	XP_011565043.1
Px013559	XP_011565045.1
Px013560	XP_011565029.1
Px013561	XP_011565031.1
Px013562	XP_011565036.1
Px013563	XP_011565037.1
Px013564	XP_011565038.1
Px013565	XP_011565041.1
Px013566	XP_011565042.1
Px013567	XP_011565046.1
Px014488	XP_011558646.1
Px014489	XP_011558646.1
Px014490	XP_011565543.1
Px014491	XP_011565543.1
Px014494	XP_011565537.1
Px014495	XP_011565538.1
Px016386	XP_011566603.1
Px016387	XP_011566602.1
Px001739	XP_011551405.1
Px013798	XP_011565281.1
Px013799	XP_011565276.1
Px013800	XP_011565282.1
Px013801	XP_011565283.1
Px013802	XP_011565284.1
Px013803	XP_011565279.1
Px013804	XP_011565280.1
Px005674	XP_011557551.1
Px005675	XP_011557536.1
Px005676	XP_011553801.1
Px005677	XP_011566508.1
Px005678	XP_011557554.1
Px005679	XP_011557538.1
Px005680	XP_011557543.1
Px005681	XP_011557555.1
Px005683	XP_011557556.1
Px005685	XP_011557557.1
Px005686	XP_011557545.1
Px005687	XP_011557547.1
Px005688	XP_011565892.1
Px005689	XP_011557548.1
Px005690	XP_011557559.1
Px005691	XP_011557560.1
Px005692	XP_011557549.1
Px005693	XP_011557550.1
Px005694	XP_011557998.1
Px017054	XP_011566861.1
Px017055	XP_011566861.1
Px017056	XP_011566863.1
Px017057	XP_011566864.1
Px015612	XP_011566270.1
Px015613	XP_011566268.1
Px015614	XP_011566271.1
Px015615	XP_011566269.1
Px015616	XP_011568997.1
Px008992	XP_011561533.1
Px008993	XP_011561534.1
Px008994	XP_011555023.1
Px008995	XP_011563538.1
Px008996	XP_011561555.1
Px008997	XP_011561540.1
Px008998	XP_011561537.1
Px008999	XP_011561543.1
Px009000	XP_011561556.1
Px009001	XP_011561557.1
Px009002	XP_011561546.1
Px009003	XP_011561550.1
Px009005	XP_011561550.1
